Date,Open,High,Low,Close,Volume,Spread


01-02-2020,1689.90,1689.90,1631.00,1649.70,57058,58.90,40.20
31-01-2020,1712.00,1720.00,1682.05,1691.05,235866,37.95,20.95
30-01-2020,1644.00,1644.00,1619.00,1628.10,47737,25.00,15.90
29-01-2020,1628.00,1645.80,1623.65,1641.15,53998,22.15,-13.15
28-01-2020,1618.00,1637.70,1611.00,1626.35,41881,26.70,-8.35
27-01-2020,1630.00,1630.00,1609.00,1618.80,55868,21.00,11.20
24-01-2020,1607.00,1647.00,1587.80,1643.95,99272,59.20,-36.95
23-01-2020,1585.05,1608.55,1585.00,1606.25,79246,23.55,-21.20
22-01-2020,1630.60,1636.05,1576.05,1585.90,112720,60.00,44.70
21-01-2020,1608.90,1630.70,1586.50,1625.95,136753,44.20,-17.05
20-01-2020,1710.00,1710.70,1610.95,1618.05,241384,99.75,91.95
17-01-2020,1720.00,1720.00,1690.50,1697.80,44788,29.50,22.20
16-01-2020,1681.40,1705.00,1679.25,1700.60,59133,25.75,-19.20
15-01-2020,1678.00,1686.45,1666.05,1677.45,728263,20.40,0.55
14-01-2020,1695.00,1697.40,1671.50,1677.20,183119,25.90,17.80
13-01-2020,1690.40,1704.00,1686.55,1691.20,154156,17.45,-0.80
10-01-2020,1677.80,1692.35,1671.65,1684.20,88961,20.70,-6.40
09-01-2020,1663.35,1674.00,1658.85,1664.85,30682,15.15,-1.50
08-01-2020,1663.00,1663.00,1638.65,1655.45,9573056,24.35,7.55
07-01-2020,1660.00,1674.55,1650.50,1671.20,51772,24.05,-11.20
06-01-2020,1658.00,1658.70,1638.55,1652.35,190290,20.15,5.65
03-01-2020,1682.50,1682.50,1645.10,1657.85,302846,37.40,24.65
02-01-2020,1672.10,1682.10,1664.30,1671.45,139603,17.80,0.65
01-01-2020,1686.90,1696.50,1672.10,1674.60,31567,24.40,12.30
31-12-2019,1688.30,1690.10,1670.50,1684.50,179929,19.60,3.80
30-12-2019,1724.00,1724.00,1685.00,1688.20,42574,39.00,35.80
27-12-2019,1697.20,1700.60,1680.55,1685.05,88598,20.05,12.15
26-12-2019,1713.95,1715.00,1690.10,1694.05,20470,24.90,19.90
24-12-2019,1703.00,1716.90,1700.10,1711.70,39777,16.80,-8.70
23-12-2019,1696.05,1711.00,1696.00,1705.00,34250,15.00,-8.95
20-12-2019,1728.50,1728.50,1687.50,1693.05,85883,41.00,35.45
19-12-2019,1725.00,1734.35,1716.15,1729.30,39474,18.20,-4.30
18-12-2019,1714.25,1726.40,1706.75,1724.15,158556,19.65,-9.90
17-12-2019,1715.00,1720.35,1709.00,1713.05,41314,11.35,1.95
16-12-2019,1698.50,1729.50,1695.00,1704.35,73395,34.50,-5.85
13-12-2019,1716.00,1716.55,1688.70,1691.95,120659,27.85,24.05
12-12-2019,1689.00,1720.00,1682.80,1715.70,76674,37.20,-26.70
11-12-2019,1660.00,1690.55,1659.05,1686.05,257723,31.50,-26.05
10-12-2019,1669.00,1669.00,1651.40,1659.10,134001,17.60,9.90
09-12-2019,1677.00,1679.40,1657.00,1658.85,52284,22.40,18.15
06-12-2019,1650.00,1679.00,1644.35,1674.30,119872,34.65,-24.30
05-12-2019,1655.05,1659.90,1640.50,1649.95,97940,19.40,5.10
04-12-2019,1649.70,1659.50,1633.00,1651.75,130195,26.50,-2.05
03-12-2019,1635.00,1650.00,1632.00,1646.45,139469,18.00,-11.45
02-12-2019,1614.40,1636.10,1600.25,1633.00,376481,35.85,-18.60
29-11-2019,1600.05,1621.50,1592.90,1614.40,31994,28.60,-14.35
28-11-2019,1612.15,1626.00,1607.55,1615.40,38781,18.45,-3.25
27-11-2019,1607.00,1624.00,1602.15,1618.55,45215,21.85,-11.55
26-11-2019,1608.00,1610.45,1592.35,1603.95,40356,18.10,4.05
25-11-2019,1568.50,1606.40,1568.50,1604.85,54000,37.90,-36.35
22-11-2019,1595.00,1595.00,1565.25,1568.50,48330,29.75,26.50
21-11-2019,1604.90,1605.00,1587.05,1595.35,186677,17.95,9.55
20-11-2019,1623.30,1623.30,1595.55,1599.10,83241,27.75,24.20
19-11-2019,1631.00,1631.00,1614.85,1623.30,63477,16.15,7.70
18-11-2019,1626.00,1635.00,1617.40,1627.35,64894,17.60,-1.35
15-11-2019,1614.90,1629.00,1602.95,1623.00,95010,26.05,-8.10
14-11-2019,1606.00,1610.25,1584.85,1597.50,61366,25.40,8.50
13-11-2019,1617.00,1627.45,1601.60,1605.45,62832,25.85,11.55
11-11-2019,1597.00,1620.00,1592.85,1616.90,76842,27.15,-19.90
08-11-2019,1581.00,1606.95,1573.00,1600.20,60244,33.95,-19.20
07-11-2019,1577.00,1586.45,1559.75,1584.25,47716,26.70,-7.25
06-11-2019,1560.00,1587.55,1541.60,1571.45,93259,45.95,-11.45
05-11-2019,1570.05,1570.80,1550.40,1553.85,57680,20.40,16.20
04-11-2019,1580.00,1596.00,1564.80,1569.80,39073,31.20,10.20
01-11-2019,1573.00,1585.00,1564.50,1580.20,57122,20.50,-7.20
31-10-2019,1579.00,1605.55,1566.00,1573.15,76368,39.55,5.85
30-10-2019,1576.15,1588.00,1576.15,1578.80,42613,11.85,-2.65
29-10-2019,1598.80,1598.80,1568.80,1575.05,107177,30.00,23.75
27-10-2019,1591.50,1600.60,1590.00,1593.25,10762,10.60,-1.75
25-10-2019,1618.00,1618.00,1569.00,1587.90,90449,49.00,30.10
24-10-2019,1616.00,1629.50,1598.00,1613.30,51940,31.50,2.70
23-10-2019,1634.90,1638.20,1603.60,1612.65,104829,34.60,22.25
22-10-2019,1620.00,1643.35,1592.40,1628.90,247154,50.95,-8.90
18-10-2019,1603.95,1618.95,1591.05,1615.45,118713,27.90,-11.50
17-10-2019,1613.90,1613.90,1587.00,1603.95,69220,26.90,9.95
16-10-2019,1617.00,1623.80,1592.55,1606.05,119324,31.25,10.95
15-10-2019,1586.00,1629.65,1577.80,1614.80,158090,51.85,-28.80
14-10-2019,1592.20,1609.00,1576.10,1583.75,110444,32.90,8.45
11-10-2019,1592.00,1624.90,1575.75,1588.10,135843,49.15,3.90
10-10-2019,1600.00,1606.55,1566.65,1585.85,53107,39.90,14.15
