Date,Open,High,Low,Close,Volume,Adjustment Factor,Adjustment Type
2015-07-17,1302.479312,1302.479312,1267.118099,1270.036954,80471.0,,
2015-07-20,1276.640266,1276.640266,1247.116764,1260.323387,325360.0,,
2015-07-21,1267.4052,1272.812259,1248.935067,1253.337275,44875.0,,
2015-07-22,1254.150726,1291.282392,1248.313016,1287.693636,65348.0,,
2015-07-23,1287.885036,1298.794855,1284.29628,1291.282392,49323.0,,
2015-07-24,1292.478644,1305.111067,1280.516123,1296.210951,50190.0,,
2015-07-27,1306.259469,1306.259469,1272.812259,1277.836518,49490.0,,
2015-07-28,1279.511271,1280.468273,1244.102208,1248.408716,84649.0,,
2015-07-29,1249.844219,1274.726263,1248.887217,1255.299128,142006.0,,
2015-07-30,1263.242242,1293.866297,1244.102208,1279.894072,126025.0,,
2015-07-31,1279.894072,1291.473792,1264.199244,1281.520975,44134.0,,
2015-08-03,1281.520975,1292.430794,1258.457234,1264.964845,71308.0,,
2015-08-04,1268.027251,1273.38646,1243.193057,1246.064062,220263.0,,
2015-08-05,1253.672225,1262.476641,1244.102208,1246.638263,67723.0,,
2015-08-06,1248.887217,1255.586229,1234.05369,1248.360866,86470.0,,
2015-08-07,1249.844219,1251.279721,1239.3172,1242.762406,49471.0,,
2015-08-10,1249.461418,1275.013363,1240.178501,1249.604968,108586.0,,
2015-08-11,1249.604968,1253.672225,1223.048171,1231.374086,89262.0,,
2015-08-12,1229.747183,1229.747183,1203.812437,1206.731292,618768.0,,
2015-08-13,1218.263162,1219.172314,1198.261827,1202.998985,57228.0,,
2015-08-14,1211.564151,1250.75337,1204.051687,1243.910808,50711.0,,
2015-08-17,1244.054358,1250.227019,1217.306161,1224.866474,637365.0,,
2015-08-18,1226.876178,1230.417084,1209.171646,1212.329752,222849.0,,
2015-08-19,1205.77429,1209.267346,1195.821473,1202.951135,67076.0,,
2015-08-20,1208.645295,1210.607149,1192.424117,1194.43382,82326.0,,
2015-08-21,1192.424117,1192.424117,1161.991463,1175.724437,349024.0,,
2015-08-24,1149.35904,1149.35904,1107.968717,1116.629582,121068.0,,
2015-08-25,1125.433998,1131.750209,1086.196928,1096.341146,138527.0,,
2015-08-26,1099.594952,1108.207967,1046.768458,1055.046523,245668.0,,
2015-08-27,1071.841903,1153.426297,1071.841903,1143.80843,216704.0,,
2015-08-28,1155.10105,1162.757064,1128.209303,1149.02409,81830.0,,
2015-08-31,1149.35904,1160.26886,1125.912499,1137.73147,138363.0,,
2015-09-01,1129.262004,1129.262004,1097.489548,1108.495068,143395.0,,
2015-09-02,1119.691987,1124.476996,1065.142891,1077.392512,154784.0,,
2015-09-03,1090.981937,1124.476996,1078.540914,1121.605991,85134.0,,
2015-09-04,1112.035974,1112.083824,1083.325923,1092.99164,82802.0,,
2015-09-07,1095.766945,1125.386148,1090.216335,1100.025603,203577.0,,
2015-09-08,1105.336962,1128.161453,1101.556805,1121.17534,123223.0,,
2015-09-09,1128.400703,1151.273044,1128.400703,1135.530366,270294.0,,
2015-09-10,1124.476996,1124.476996,1100.504103,1114.093528,48179.0,,
2015-09-11,1122.562993,1134.047013,1119.691987,1123.902795,126995.0,,
2015-09-14,1123.902795,1136.870168,1113.567177,1133.233562,113440.0,,
2015-09-15,1124.524846,1133.807763,1115.959681,1126.91735,54368.0,,
2015-09-16,1134.047013,1148.402038,1133.185711,1144.956832,72880.0,,
2015-09-17,1144.956832,1144.956832,1144.956832,1144.956832,0.0,,
2015-09-18,1164.671067,1181.705698,1148.162788,1158.402706,134582.0,,
2015-09-21,1148.402038,1157.397854,1134.573364,1155.0532,65247.0,,
2015-09-22,1160.173159,1164.096866,1113.088676,1117.634434,52828.0,,
2015-09-23,1110.121971,1122.562993,1095.192744,1116.581732,71139.0,,
2015-09-24,1116.581732,1133.090011,1101.987456,1129.931906,114278.0,,
2015-09-25,1129.931906,1129.931906,1129.931906,1129.931906,0.0,,
2015-09-28,1129.931906,1138.353521,1114.428478,1122.515143,76677.0,,
2015-09-29,1119.596287,1175.293786,1103.853609,1161.369411,152626.0,,
2015-09-30,1177.20779,1186.682106,1149.598291,1161.082311,97445.0,,
2015-10-01,1177.112089,1178.069091,1143.90413,1147.684287,303585.0,,
2015-10-02,1147.684287,1147.684287,1147.684287,1147.684287,0.0,,
2015-10-05,1158.976907,1206.013541,1154.144049,1201.994134,98213.0,,
2015-10-06,1210.607149,1213.573854,1185.581554,1207.831844,87753.0,,
2015-10-07,1205.58289,1224.962174,1202.711885,1221.469118,283030.0,,
2015-10-08,1220.177166,1224.962174,1204.434488,1222.904621,25586.0,,
2015-10-09,1225.153575,1242.188205,1220.177166,1235.202093,300885.0,,
2015-10-12,1225.440675,1238.838699,1208.693145,1217.401861,37319.0,,
2015-10-13,1215.392157,1225.823476,1209.937248,1222.33042,35996.0,,
2015-10-14,1210.942099,1239.3172,1210.942099,1235.584893,30566.0,,
2015-10-15,1239.3172,1247.930215,1232.522488,1238.455898,64414.0,,
2015-10-16,1235.489193,1259.414236,1229.747183,1255.681929,74200.0,,
2015-10-19,1260.371237,1263.242242,1246.494713,1257.978733,49509.0,,
2015-10-20,1258.457234,1259.031435,1246.973213,1256.20828,84527.0,,
2015-10-21,1246.973213,1263.050842,1246.973213,1259.222835,55228.0,,
2015-10-22,1259.222835,1259.222835,1259.222835,1259.222835,0.0,,
2015-10-23,1264.199244,1286.210283,1264.199244,1283.195728,312763.0,,
2015-10-26,1287.167285,1291.952293,1249.748518,1256.39968,218474.0,,
2015-10-27,1251.758222,1251.758222,1217.401861,1220.320716,305134.0,,
2015-10-28,1220.177166,1229.125132,1202.424784,1211.659851,50157.0,,
2015-10-29,1212.521152,1230.369234,1203.908137,1209.889398,49198.0,,
2015-10-30,1209.745847,1218.645963,1191.467115,1203.142536,59111.0,,
2015-11-02,1205.82214,1212.186202,1160.843061,1169.408226,155628.0,,
2015-11-03,1177.112089,1179.648144,1162.757064,1168.307674,56366.0,,
2015-11-04,1172.327081,1182.614849,1162.900614,1167.446372,48336.0,,
2015-11-05,1166.585071,1171.370079,1152.182195,1156.201602,273241.0,,
2015-11-06,1159.886059,1171.130829,1150.794543,1154.000498,52184.0,,
2015-11-09,1141.607326,1151.273044,1126.6781,1139.597623,105183.0,,
2015-11-10,1143.61703,1143.61703,1120.98394,1123.950645,93589.0,,
2015-11-11,1133.090011,1133.090011,1124.285596,1127.348001,26728.0,,
2015-11-12,1127.348001,1127.348001,1127.348001,1127.348001,0.0,,
2015-11-13,1127.348001,1129.262004,1109.164969,1127.826502,63233.0,,
2015-11-16,1126.390999,1138.353521,1108.447218,1128.161453,92610.0,,
2015-11-17,1137.92287,1151.607994,1133.233562,1148.689139,165005.0,,
2015-11-18,1148.402038,1150.985943,1125.386148,1128.974904,371025.0,,
2015-11-19,1135.338965,1162.661364,1133.520662,1160.41241,56862.0,,
2015-11-20,1163.714066,1168.786175,1146.488035,1152.182195,52393.0,,
2015-11-23,1166.585071,1166.585071,1136.200267,1142.468628,154654.0,,
2015-11-24,1139.789023,1171.082979,1138.640621,1166.29797,66297.0,,
2015-11-25,1166.29797,1166.29797,1166.29797,1166.29797,0.0,,
2015-11-26,1167.542072,1178.116941,1163.857616,1169.934577,44161.0,,
2015-11-27,1170.078127,1186.586406,1165.723769,1177.20779,38006.0,,
2015-11-30,1171.75288,1176.920689,1153.474147,1164.862468,81623.0,,
2015-12-01,1173.284083,1175.198086,1161.369411,1172.614181,43891.0,,
2015-12-02,1172.327081,1179.983095,1153.426297,1159.072607,37291.0,,
2015-12-03,1173.284083,1173.284083,1147.540737,1149.35904,34886.0,,
2015-12-04,1148.402038,1148.402038,1120.218338,1121.558141,306199.0,,
2015-12-07,1125.433998,1136.918018,1124.811947,1135.004015,64097.0,,
2015-12-08,1134.047013,1134.047013,1119.691987,1121.07964,77620.0,,
2015-12-09,1119.691987,1120.122638,1101.556805,1104.954161,277363.0,,
2015-12-10,1110.121971,1133.090011,1104.954161,1130.314706,50990.0,,
2015-12-11,1130.219006,1135.291115,1112.035974,1123.998495,127849.0,,
2015-12-14,1106.293964,1142.660028,1106.293964,1136.583067,50301.0,,
2015-12-15,1134.190563,1157.493555,1129.262004,1154.8618,80682.0,,
2015-12-16,1164.192566,1170.078127,1157.541405,1166.680771,114688.0,,
2015-12-17,1152.230045,1190.557963,1152.230045,1188.50041,133326.0,,
2015-12-18,1191.467115,1198.405377,1169.456076,1172.183531,63658.0,,
2015-12-21,1174.241084,1186.203606,1167.542072,1178.021241,32808.0,,
2015-12-22,1179.361043,1183.858951,1152.564996,1173.284083,93129.0,,
2015-12-23,1182.8541,1187.639108,1176.155088,1184.002502,27682.0,,
2015-12-24,1190.223013,1190.318713,1173.427633,1177.064239,14861.0,,
2015-12-25,1177.064239,1177.064239,1177.064239,1177.064239,0.0,,
2015-12-28,1177.973391,1178.260491,1168.499074,1172.614181,25966.0,,
2015-12-29,1172.614181,1172.614181,1172.614181,1172.614181,0.0,,
2015-12-30,1188.59611,1190.845064,1176.920689,1180.174495,71269.0,,
2015-12-31,1183.906801,1216.062059,1183.524001,1208.358195,242669.0,,
2016-01-01,1212.425452,1212.425452,1197.209125,1203.238236,32675.0,,
2016-01-04,1199.88873,1199.88873,1159.886059,1164.049016,48499.0,,
2016-01-05,1183.811101,1183.811101,1153.713398,1157.110754,38479.0,,
2016-01-06,1157.972055,1168.164124,1150.794543,1156.488703,33953.0,,
2016-01-07,1148.402038,1151.895095,1124.476996,1129.070604,66613.0,,
2016-01-08,1134.047013,1157.972055,1119.596287,1124.668396,117668.0,,
2016-01-11,1114.906979,1120.648989,1101.508955,1112.753725,57620.0,,
2016-01-12,1125.433998,1125.433998,1096.341146,1104.47566,85325.0,,
2016-01-13,1110.121971,1122.036642,1095.910495,1117.012383,124624.0,,
2016-01-14,1110.121971,1116.820982,1097.728799,1109.547769,178570.0,,
2016-01-15,1115.863981,1116.342482,1093.852942,1099.451402,117161.0,,
2016-01-18,1104.37996,1105.480512,1076.674761,1085.096376,105921.0,,
2016-01-19,1081.41192,1107.968717,1081.41192,1103.040158,159440.0,,
2016-01-20,1091.938938,1095.144894,1081.076969,1086.388328,226756.0,,
2016-01-21,1091.077637,1096.388996,1074.043006,1085.622727,73417.0,,
2016-01-22,1090.981937,1111.078972,1086.579729,1108.064417,59126.0,,
2016-01-25,1111.078972,1132.61151,1106.293964,1123.615694,85697.0,,
2016-01-26,1123.615694,1123.615694,1123.615694,1123.615694,0.0,,
2016-01-27,1131.176008,1135.004015,1110.121971,1117.490884,61224.0,,
2016-01-28,1103.422959,1108.303667,1088.015231,1098.82935,127127.0,,
2016-01-29,1098.63795,1136.535217,1096.341146,1126.9652,60231.0,,
2016-02-01,1143.61703,1143.61703,1119.691987,1128.783504,43476.0,,
2016-02-02,1129.262004,1141.559476,1116.342482,1126.72595,64477.0,,
2016-02-03,1122.562993,1130.027606,1109.164969,1110.887572,79496.0,,
2016-02-04,1115.768281,1126.008199,1114.428478,1119.691987,206204.0,,
2016-02-05,1112.035974,1136.295967,1112.035974,1132.802911,58641.0,,
2016-02-08,1126.4867,1132.946461,1107.011715,1111.796723,43926.0,,
2016-02-09,1107.729466,1118.112935,1091.651838,1109.93057,78492.0,,
2016-02-10,1110.121971,1110.121971,1063.755238,1068.779497,57072.0,,
2016-02-11,1068.779497,1068.779497,1014.565351,1022.029964,94375.0,,
2016-02-12,1027.819824,1049.735163,1023.274066,1037.054891,342939.0,,
2016-02-15,1047.91686,1054.615872,1029.925228,1034.614536,206591.0,,
2016-02-16,1038.346843,1040.260847,1018.393358,1030.78653,75129.0,,
2016-02-17,1031.647831,1038.346843,1014.421801,1030.403729,55196.0,,
2016-02-18,1037.820492,1037.820492,1017.771307,1024.039668,47837.0,,
2016-02-19,1023.034816,1023.034816,1001.023777,1015.139552,64662.0,,
2016-02-22,1015.139552,1018.058407,1003.894782,1012.842748,66060.0,,
2016-02-23,1014.421801,1014.421801,995.281767,1005.904486,1976892.0,,
2016-02-24,1005.808785,1005.808785,976.141733,978.964888,258334.0,,
2016-02-25,980.926741,1004.803934,968.485719,997.10007,267190.0,,
2016-02-26,1011.455095,1013.273399,1003.416281,1009.349692,449689.0,,
2016-02-29,1014.421801,1031.647831,979.969739,1015.905153,205188.0,,
2016-03-01,1016.335804,1025.666571,1002.93778,1022.795566,75737.0,,
2016-03-02,1033.609685,1059.30518,1030.355879,1052.941119,91383.0,,
2016-03-03,1067.056894,1086.005528,1061.267034,1075.287109,98148.0,,
2016-03-04,1075.239259,1087.15393,1057.486877,1079.976417,67632.0,,
2016-03-07,1079.976417,1079.976417,1079.976417,1079.976417,0.0,,
2016-03-08,1079.306516,1099.594952,1071.841903,1096.771797,524688.0,,
2016-03-09,1097.680948,1097.680948,1059.687981,1082.416771,88237.0,,
2016-03-10,1083.804424,1106.293964,1074.234407,1103.040158,133927.0,,
2016-03-11,1110.07412,1116.773132,1097.680948,1108.925718,58053.0,,
2016-03-14,1110.121971,1123.519994,1098.111599,1106.341814,42189.0,,
2016-03-15,1099.594952,1099.594952,1061.314884,1066.195593,224302.0,,
2016-03-16,1059.40088,1080.933419,1049.017412,1077.536063,153936.0,,
2016-03-17,1084.282925,1101.652505,1056.912676,1061.984785,212008.0,,
2016-03-18,1066.769794,1083.804424,1057.056226,1079.162966,386250.0,,
2016-03-21,1086.196928,1107.298815,1080.981269,1102.513807,153569.0,,
2016-03-22,1095.719095,1123.519994,1087.632431,1116.390332,83851.0,,
2016-03-23,1110.121971,1117.538734,1094.570693,1113.088676,73561.0,,
2016-03-24,1113.088676,1113.088676,1113.088676,1113.088676,0.0,,
2016-03-25,1113.088676,1113.088676,1113.088676,1113.088676,0.0,,
2016-03-28,1114.332778,1117.251633,1090.024935,1093.757241,248020.0,,
2016-03-29,1090.981937,1093.230891,1075.047858,1079.210816,210903.0,,
2016-03-30,1076.620019,1084.392409,1066.256831,1070.430893,317666.0,0.99734,17.0
2016-03-31,1069.903138,1072.206069,1053.590714,1060.835349,400695.0,,
2016-04-01,1059.34804,1071.822247,1049.080808,1066.592675,404846.0,,
2016-04-04,1070.862693,1076.428108,1053.590714,1059.491973,209941.0,,
2016-04-05,1067.984029,1067.984029,1043.99517,1058.772307,306913.0,,
2016-04-06,1065.105366,1065.105366,1047.929343,1056.565332,273691.0,,
2016-04-07,1057.428931,1065.105366,1023.844528,1029.26601,533053.0,,
2016-04-08,1037.278289,1039.197398,1027.15499,1035.407158,82180.0,,
2016-04-11,1055.509822,1055.509822,1017.27158,1035.982891,164073.0,,
2016-04-12,1041.164484,1047.545521,1032.576473,1045.530457,84489.0,,
2016-04-13,1053.590714,1071.34247,1052.631159,1068.17594,105943.0,,
2016-04-14,1068.17594,1068.17594,1068.17594,1068.17594,0.0,,
2016-04-15,1068.17594,1068.17594,1068.17594,1068.17594,0.0,,
2016-04-18,1079.498682,1090.581535,1049.46463,1081.705657,389633.0,,
2016-04-19,1081.705657,1081.705657,1081.705657,1081.705657,0.0,,
2016-04-20,1099.985168,1111.643754,1088.806359,1092.356711,103804.0,,
2016-04-21,1100.321012,1110.012511,1094.611664,1102.240121,97027.0,,
2016-04-22,1102.240121,1105.40665,1076.620019,1085.63983,180636.0,,
2016-04-25,1084.296454,1084.296454,1062.226703,1066.640653,49728.0,,
2016-04-26,1066.640653,1086.215563,1059.252084,1082.233412,66679.0,,
2016-04-27,1077.819462,1082.809145,1069.423361,1077.627551,44195.0,,
2016-04-28,1078.539128,1079.594637,1039.197398,1043.035615,80303.0,,
2016-04-29,1039.485264,1057.428931,1032.096695,1044.762813,97312.0,,
2016-05-02,1053.542736,1053.542736,1035.407158,1048.553053,206820.0,,
2016-05-03,1055.509822,1070.862693,1051.671605,1055.030045,232838.0,,
2016-05-04,1055.030045,1091.972889,1054.550268,1085.256008,1142509.0,,
2016-05-05,1092.836488,1127.956178,1089.909847,1116.77737,175575.0,,
2016-05-06,1115.961749,1125.557292,1103.007764,1120.375699,73570.0,,
2016-05-09,1124.597738,1158.134164,1123.638184,1155.303478,149988.0,,
2016-05-10,1151.465261,1170.656348,1149.498174,1169.217017,79672.0,,
2016-05-11,1151.513238,1171.184103,1151.513238,1154.967634,52069.0,,
2016-05-12,1166.338354,1166.818131,1141.869717,1147.003333,56229.0,,
2016-05-13,1147.627043,1154.679768,1111.883642,1118.888389,76927.0,,
2016-05-16,1120.75952,1142.877249,1113.562863,1139.27892,577969.0,,
2016-05-17,1144.74838,1179.100427,1144.74838,1167.058019,113154.0,,
2016-05-18,1159.141696,1164.707111,1148.10682,1159.333607,60527.0,,
2016-05-19,1159.141696,1159.189674,1126.03707,1129.107644,58319.0,,
2016-05-20,1132.274173,1144.74838,1125.413359,1132.370129,36993.0,,
2016-05-23,1131.314619,1136.112391,1111.259932,1113.658818,159820.0,,
2016-05-24,1127.476401,1130.163153,1113.658818,1125.845159,54268.0,,
2016-05-25,1137.071945,1162.979913,1135.728569,1158.134164,178644.0,,
2016-05-26,1157.222587,1183.802243,1143.213093,1177.853006,97331.0,,
