Date,Open,High,Low,Close
15-02-2018,321.1,331.5,320,328.6
14-02-2018,327.35,327.35,316.5,318.55
12-02-2018,333.9,333.9,323.4,326
09-02-2018,324,328.5,322.95,326.75
08-02-2018,332.25,338.25,329.9,334.55
07-02-2018,335,336.3,330,332.25
06-02-2018,318.85,337.7,311.6,330.75
05-02-2018,329.9,340.5,326,331.65
02-02-2018,340,343.8,333.5,334.8
01-02-2018,349.7,355.7,343.65,345.75
31-01-2018,349.4,353.85,343.55,352.95
30-01-2018,355.5,356.5,350.7,352.6
29-01-2018,360,365.65,355.1,357.3
25-01-2018,353.85,362.7,352.25,358.3
24-01-2018,359.1,359.1,351.65,352.65
23-01-2018,352.25,364.55,351.05,362.05
22-01-2018,353,353,344.8,351.3
19-01-2018,346.6,355,340.95,353.55
18-01-2018,350,354.8,343.8,346.1
17-01-2018,330,344,330,343.1
16-01-2018,329.5,340.65,326.55,334.15
15-01-2018,319.3,330.6,319.3,329.45
12-01-2018,309.45,318.75,309,317.6
11-01-2018,312,312,308.5,309.45
10-01-2018,312.5,315.8,310.5,312
09-01-2018,315,315.4,311,312.15
08-01-2018,313,318.45,312.8,314.15
05-01-2018,313.25,315.15,311.7,312.6
04-01-2018,315,315.75,311.5,314.8
03-01-2018,310,316.5,310,315.05
02-01-2018,310.2,311.85,307.75,309.25
01-01-2018,312,313.9,309.1,310.55
